HGNC ID	Approved symbol	Previous symbols	Alias symbols
HGNC:29256	SOBP		FLJ10159
HGNC:54421	SOCAR		
HGNC:19383	SOCS1		SOCS-1, SSI-1, JAB, TIP3, Cish1
HGNC:19382	SOCS2		STATI2, SSI2, SOCS-2, SSI-2, CIS2, Cish2
HGNC:27054	SOCS2-AS1		
HGNC:16069	SOCS2P1		
HGNC:19330	SOCS2P2		
HGNC:19391	SOCS3		SSI-3, CIS3, SOCS-3, Cish3
HGNC:19392	SOCS4	SOCS7	
HGNC:16852	SOCS5		KIAA0671, SOCS-5, CIS6, CISH6, Cish5
HGNC:44597	SOCS5P1		
HGNC:44598	SOCS5P2		
HGNC:44599	SOCS5P3		
HGNC:44600	SOCS5P4		
HGNC:44601	SOCS5P5		
HGNC:16833	SOCS6	SOCS4	CIS4, SSI4, HSPC060, STATI4, STAI4, Cish4
HGNC:54990	SOCS6P1		
HGNC:29846	SOCS7		NAP4, NCKAP4
HGNC:11179	SOD1	ALS, ALS1	IPOA
HGNC:45134	SOD1P1		
HGNC:45135	SOD1P2		
HGNC:45136	SOD1P3		
HGNC:11180	SOD2		GClnc1
HGNC:53445	SOD2-OT1		
HGNC:45268	SOD2P1		
HGNC:11181	SOD3		EC-SOD
HGNC:16111	SOGA1	C20orf117, KIAA0889	dJ132F21.1, FLJ44670, SOGA
HGNC:21494	SOGA3	C6orf174	dJ403A15.3
HGNC:27845	SOHLH1	C9orf157	NOHLH, TEB2, bA100C15.3, bHLHe80, SPATA27
HGNC:26026	SOHLH2		FLJ20449, TEB1, bHLHe81, SPATA28
HGNC:11183	SON	C21orf50	DBP-5, NREBP, KIAA1019, BASS1, FLJ21099, FLJ33914
HGNC:30608	SONP1		
HGNC:14565	SORBS1	SH3D5	FLJ12406, CAP, sh3p12, ponsin, KIAA1296
HGNC:24098	SORBS2		ARGBP2, KIAA0777
HGNC:30907	SORBS3		SCAM-1, SH3D4, vinexin
HGNC:16697	SORCS1		
HGNC:16698	SORCS2		KIAA1329
HGNC:16699	SORCS3		KIAA1059, SORCS
HGNC:45244	SORCS3-AS1		
HGNC:11184	SORD		
HGNC:49919	SORD2P		
HGNC:11185	SORL1	C11orf32	gp250, LR11, LRP9, SorLA, SorLA-1
HGNC:11186	SORT1		Gp95, NT3
HGNC:11187	SOS1	GINGF	HGF, GF1
HGNC:41385	SOS1-IT1		
HGNC:11188	SOS2		
HGNC:13771	SOST		VBCH, DAND6
HGNC:21748	SOSTDC1		DKFZp564D206, USAG1, DAND7
HGNC:27033	SOWAHA	ANKRD43	
HGNC:32958	SOWAHB	ANKRD56	
HGNC:26149	SOWAHC	C2orf26, ANKRD57	FLJ21870
HGNC:37984	SOWAHCP1	ANKRD57P1	
HGNC:54506	SOWAHCP2		
HGNC:54507	SOWAHCP3		
HGNC:54508	SOWAHCP4		
HGNC:54509	SOWAHCP5		
HGNC:32960	SOWAHD	ANKRD58	
HGNC:11189	SOX1		
HGNC:42733	SOX1-OT	LINC00403	
HGNC:11195	SOX2		
HGNC:20209	SOX2-OT	SOX2OT	DKFZp761J1324, NCRNA00043
HGNC:11199	SOX3	PHP	
HGNC:11200	SOX4		
HGNC:11201	SOX5		L-SOX5, MGC35153
HGNC:53311	SOX5-AS1		
HGNC:11202	SOX5P1	SOX5P	SOX29
HGNC:16421	SOX6		
HGNC:18196	SOX7		
HGNC:11203	SOX8		
HGNC:11204	SOX9	CMD1, CMPD1	SRA1
HGNC:49321	SOX9-AS1		FLJ37644
HGNC:11190	SOX10		DOM, WS4, WS2E
HGNC:11191	SOX11		
HGNC:11198	SOX12	SOX22	
HGNC:11192	SOX13		Sox-13, ICA12, MGC117216
HGNC:11193	SOX14		SOX28
HGNC:11196	SOX15	SOX20	SOX27, SOX26
HGNC:18122	SOX17		
HGNC:11194	SOX18		
HGNC:11197	SOX21		SOX25
HGNC:39807	SOX21-AS1		
HGNC:30635	SOX30		
HGNC:35122	SOX30P1		
HGNC:11205	SP1		
HGNC:11207	SP2		KIAA0048
HGNC:51341	SP2-AS1		
HGNC:11208	SP3		SPR-2
HGNC:35430	SP3P		
HGNC:11209	SP4		SPR-1, HF1B, MGC130008, MGC130009
HGNC:14529	SP5		
HGNC:14530	SP6		KLF14, Epfn
HGNC:17321	SP7		osterix, OSX
HGNC:19196	SP8		
HGNC:30690	SP9		ZNF990
HGNC:11206	SP100		
HGNC:5401	SP110	IFI41, IFI75	
HGNC:17133	SP140		LYSP100-B, LYSP100-A
HGNC:25105	SP140L		
HGNC:11210	SPA17		SP17, CT22
HGNC:23224	SPA17P1		Sp17-2
HGNC:27244	SPAAR	LINC00961	SPAR
HGNC:14967	SPACA1		SAMP32
HGNC:16260	SPACA3		ALLP17, SLLP1, LYC3, LYZL3, CT54
HGNC:16441	SPACA4		SAMP14
HGNC:31353	SPACA5		SLLP2, LYZL5, LYC5, UNQ6288, dJ54B20.3, PNPK6288
HGNC:19142	SPACA5B		LYZL5B
HGNC:27113	SPACA6	NCRNA00085, LINC00085, SPACA6P	LET7EH
HGNC:49383	SPACA6P-AS	LINC01129	
HGNC:29575	SPACA7	C13orf28	
HGNC:1367	SPACA9	C9orf9	Mast
HGNC:11212	SPAG1		SP75, FLJ32920, HSD-3.8, TPIS, CT140, CILD28
HGNC:11214	SPAG4		SUN4, CT127
HGNC:13452	SPAG5		DEEPEST, MAP126, hMAP126
HGNC:41140	SPAG5-AS1		
HGNC:11215	SPAG6		Repro-SA-1, PF16, CT141, FAP194, CFAP194
HGNC:11216	SPAG7		FSA-1, ACRP, MGC20134
HGNC:14105	SPAG8		hSMP-1, HSD-1, BS-84, SPAG3, CT142
HGNC:14524	SPAG9		HSS, SYD1, KIAA0516, MGC14967, MGC74461, MGC117291, JLP, PHET, HLC4, FLJ13450, FLJ14006, FLJ26141, FLJ34602, CT89, JIP4, JIP-4, PIG6
HGNC:33342	SPAG11A		HE2, EDDM2A
HGNC:14534	SPAG11B		HE2, EP2, EP2C, EP2D, EDDM2B
HGNC:23225	SPAG16		PF20, FLJ22724, DKFZp666P1710, WDR29
HGNC:52674	SPAG16-DT		
HGNC:26620	SPAG17		FLJ34497, PF6, RP4-776P7.2, CT143
HGNC:11217	SPAM1		HYAL5, PH-20, SPAG15
HGNC:11218	SPANXA1	SPANX	NAP-X, SPAN-Xa, SPAN-Xb, CT11.1
HGNC:14328	SPANXA2	SPANX	
HGNC:31683	SPANXA2-OT1	CXorf18	FLJ36186
HGNC:14329	SPANXB1	SPANXB2, SPANXF1, SPANXF2	CT11.2
HGNC:14331	SPANXC		CTp11, CT11.3
HGNC:14332	SPANXD	SPANXE	CT11.4
HGNC:33174	SPANXN1		SPANX-N1, CT11.6
HGNC:33175	SPANXN2		SPANX-N2, CT11.7
HGNC:33176	SPANXN3		SPANX-N3, CT11.8
HGNC:33177	SPANXN4		SPANX-N4, CT11.9
HGNC:33178	SPANXN5		SPANX-N5, CT11.10
HGNC:11219	SPARC	ON	ONT, BM-40
HGNC:11220	SPARCL1		MAST9
HGNC:18514	SPART	SPG20	KIAA0610, TAHCCP1
HGNC:39933	SPART-AS1	C13orf43, SPG20OS, SPG20-AS1	
HGNC:11233	SPAST	SPG4	FSP2, ADPSP, KIAA1083
HGNC:14682	SPATA1		SP-2
HGNC:14681	SPATA2		KIAA0757, PD1, tamo, PPP1R145
HGNC:28393	SPATA2L	C16orf76	MGC26885, tamo
HGNC:39446	SPATA2P1		
HGNC:17884	SPATA3		TSARG1
HGNC:28013	SPATA3-AS1		
HGNC:17333	SPATA4		TSARG2, SPEF1B, FAP178, CFAP178
HGNC:18119	SPATA5		SPAF, AFG2
HGNC:28762	SPATA5L1		MGC5347, FLJ12286
HGNC:18309	SPATA6		SRF1, FLJ10007, SRF-1
HGNC:25472	SPATA6L	C9orf68	FLJ10058
HGNC:20423	SPATA7	LCA3	HSD3
HGNC:28676	SPATA8		MGC44294
HGNC:48627	SPATA8-AS1		
HGNC:22988	SPATA9		NYD-SP16, FLJ35906
HGNC:23221	SPATA12		
HGNC:23222	SPATA13		FLJ31208, ARHGEF29
HGNC:39905	SPATA13-AS1		
HGNC:29935	SPATA16		NYD-SP12
HGNC:25184	SPATA17		IQCH, MOT17, FAP305, CFAP305
HGNC:41086	SPATA17-AS1		
HGNC:29579	SPATA18		FLJ32906
HGNC:30614	SPATA19		FLJ25851, spergen1, SPAS1, CT132
HGNC:26125	SPATA20		FLJ21347, SSP411, Tisp78
HGNC:39636	SPATA20P1		
HGNC:28026	SPATA21		spergen-2, spergen2
HGNC:30705	SPATA22		NYD-SP20
HGNC:27322	SPATA24		T6441, CCDC161
HGNC:16158	SPATA25	C20orf165	dJ337O18.8, TSG23
HGNC:23394	SPATA31A1	C9orf36, FAM75A1, SPATA31A2, FAM75A2	DKFZP434B204, C9orf36A
HGNC:32003	SPATA31A3	FAM75A3	OTTHUMG00000013164, DKFZp434B204
HGNC:32005	SPATA31A5	FAM75A5	OTTHUMG00000013204
HGNC:32006	SPATA31A6	FAM75A6	OTTHUMG00000013224
HGNC:32007	SPATA31A7	FAM75A7, SPATA31A4, FAM75A4	
HGNC:31411	SPATA31B1P	C9orf36B, FAM75B, SPATA31B1	bA388B24.2
HGNC:27846	SPATA31C1	FAM75C1	FLJ36055
HGNC:24508	SPATA31C2	FAM75C2	DKFZP434M131
HGNC:37283	SPATA31D1	FAM75D1	FLJ46321
HGNC:38607	SPATA31D2P	FAM75D2P	
HGNC:38603	SPATA31D3	FAM75D3	FLJ44082
HGNC:38601	SPATA31D4	FAM75D4	FLJ43859
HGNC:38602	SPATA31D5P	FAM75D5	FLJ43950, FAM75D5P
HGNC:26672	SPATA31E1	C9orf79, FAM75E1	FLJ35866
HGNC:43827	SPATA31E2P	FAM75E2P	
HGNC:43828	SPATA31E3P	FAM75E3P	
HGNC:26349	SPATA32	C17orf46, TEX34	FLJ25414, AEP2, VAD1.2
HGNC:26463	SPATA33	C16orf55	FLJ31606
HGNC:48613	SPATA41		FLJ42289, HSD47
HGNC:41198	SPATA42		SRG7, AKNAD1-AS1
HGNC:33709	SPATA45	C1orf227	LOC149643
HGNC:27648	SPATA46	C1orf111	
HGNC:22564	SPATA48	C7orf72	
HGNC:30510	SPATC1		MGC61633, SPATA15, SPERIOLIN
HGNC:1298	SPATC1L	C21orf56	
HGNC:22957	SPATS1		SPATA8, FLJ25442, SRSP1
HGNC:18650	SPATS2		SPATA10, SCR59, FLJ13117
HGNC:24574	SPATS2L		DNAPTP6, SGNP
HGNC:26913	SPC24	SPBC24	FLJ90806
HGNC:24031	SPC25	SPBC25	MGC22228, AD024
HGNC:23401	SPCS1		SPC12, HSPC033, YJR010C-A, SPC1
HGNC:28962	SPCS2		KIAA0102
HGNC:31885	SPCS2P1	SPCS2P	
HGNC:45235	SPCS2P2		
HGNC:45236	SPCS2P3		
HGNC:45237	SPCS2P4		
HGNC:26212	SPCS3		FLJ22649, SPC22/23, SPC3, YLR066W, PRO3567
HGNC:54818	SPCS3-AS1		
HGNC:17257	SPDEF		PDEF, bA375E1.3
HGNC:26010	SPDL1	CCDC99	FLJ20364, hSpindly
HGNC:30613	SPDYA	SPDY1	SPY1, Ringo3
HGNC:32681	SPDYC		Ringo2
HGNC:16408	SPDYE1	WBSCR19	Ringo1, SPDYE
HGNC:33841	SPDYE2		MGC119295
HGNC:48334	SPDYE2B		
HGNC:35462	SPDYE3		
HGNC:35463	SPDYE4		
HGNC:35464	SPDYE5		
HGNC:35465	SPDYE6		
HGNC:35466	SPDYE7P		
HGNC:33771	SPDYE8	SPDYE8P	
HGNC:45034	SPDYE9	SPDYE9P	
HGNC:51506	SPDYE10P		
HGNC:51507	SPDYE11		
HGNC:51508	SPDYE12P		
HGNC:51509	SPDYE13	SPDYE13P	
HGNC:51510	SPDYE14	SPDYE14P	
HGNC:51511	SPDYE15	SPDYE15P	
HGNC:51512	SPDYE16		
HGNC:51513	SPDYE17		
HGNC:51514	SPDYE18		
HGNC:51515	SPDYE19P		
HGNC:51516	SPDYE20P		
HGNC:51517	SPDYE21	SPDYE21P	
HGNC:51518	SPDYE22P		
HGNC:30615	SPECC1	CYTSB	HCMOGT-1, FLJ36955, NSP
HGNC:29022	SPECC1L	CYTSA	KIAA0376
HGNC:49185	SPECC1L-ADORA2A		
HGNC:53867	SPECC1P1		
HGNC:53868	SPECC1P2		
HGNC:15874	SPEF1	C20orf28	DKFZP434I114, SPEF1A, CLAMP
HGNC:26293	SPEF2		KPL2, FLJ23577, CT122
HGNC:16901	SPEG	APEG1	MGC12676, KIAA1297, SPEGalpha, SPEGbeta, BPEG, MYLK6
HGNC:51251	SPEGNB		
HGNC:32429	SPEM1	C17orf83	FLJ40081
HGNC:27315	SPEM2	C17orf74	
HGNC:53651	SPEM3		
HGNC:17575	SPEN		KIAA0929, MINT, SHARP, RBM15C
HGNC:15570	SPESP1		SP-ESP
HGNC:11237	SPG7	CMAR	CAR, SPG5C
HGNC:11226	SPG11	KIAA1840, ALS5	FLJ21439
HGNC:20373	SPG21		ACP33, GL010, BM-019, MAST, ABHD21
HGNC:11240	SPHK1		SPHK
HGNC:18859	SPHK2		
HGNC:30619	SPHKAP		SKIP
HGNC:11241	SPI1		PU.1, SPI-A, OF, SFPI1, SPI-1
HGNC:11242	SPIB		SPI-B
HGNC:29549	SPIC		MGC40611, SPI-C
HGNC:25083	SPICE1	CCDC52	SPICE
HGNC:28971	SPIDR	KIAA0146	
HGNC:11243	SPIN1	SPIN	TDRD24
HGNC:20694	SPIN2A	SPIN2	DXF34, TDRD25
HGNC:33147	SPIN2B		SPIN-2, TDRD26
HGNC:54967	SPIN2P1		
HGNC:27272	SPIN3		TDRD27
HGNC:27040	SPIN4		FLJ44984, TDRD28
HGNC:41177	SPIN4-AS1		
HGNC:25115	SPINDOC	C11orf84	SPIN-DOC
HGNC:11244	SPINK1		Spink3, PCTT, PSTI, TATI
HGNC:11245	SPINK2		HUSI-II
HGNC:16646	SPINK4		PEC-60, MGC133107
HGNC:15464	SPINK5		VAKTI, LEKTI, LETKI, NETS, NS, FLJ21544, FLJ97536, FLJ97596, FLJ99794, DKFZp686K19184
HGNC:29486	SPINK6		MGC21394, UNQ844, BUSI2
HGNC:24643	SPINK7		ECG2, ECRG2
HGNC:33160	SPINK8		
HGNC:32951	SPINK9		
HGNC:27200	SPINK13		SPINK5L3, LiESP6, HESPINTOR, MGC149260
HGNC:33825	SPINK14		SPINK5L2
HGNC:11246	SPINT1		HAI, MANSC2
HGNC:53162	SPINT1-AS1		RP11-532F12.5
HGNC:11247	SPINT2		Kop, HAI-2
HGNC:11248	SPINT3		HKIB9
HGNC:16130	SPINT4	C20orf137	dJ601O1.1
HGNC:16161	SPINT5P	C20orf168	dJ447F3.6
HGNC:30622	SPIRE1		spir-1, KIAA1135
HGNC:30623	SPIRE2		spir-2, KIAA1832
HGNC:11249	SPN		LSN, CD43, GPL115
HGNC:30621	SPNS1		HSpin1, nrs, SPINL, PP2030, SPIN1, LAT, SLC62A1
HGNC:26992	SPNS2		SLC62A2
HGNC:28433	SPNS3		MGC29671, SLC62A3
HGNC:11250	SPO11		CT35, SPATA43, TOPVIA
HGNC:26338	SPOCD1		FLJ25348, PPP1R146
HGNC:11251	SPOCK1	TIC1, SPOCK	testican-1
HGNC:13564	SPOCK2		KIAA0275, testican-2
HGNC:13565	SPOCK3		testican-3
HGNC:11252	SPON1		KIAA0762, f-spondin
HGNC:53117	SPON1-AS1		RP11-21, L19.1
HGNC:11253	SPON2		DIL1
HGNC:11254	SPOP		TEF2, BTBD32
HGNC:27934	SPOPL		BTBD33
HGNC:26933	SPOUT1	C9orf114	HSPC109, CENP-32
HGNC:11255	SPP1	BNSP, OPN	BSPI, ETA-1
HGNC:11256	SPP2		SPP24
HGNC:30227	SPPL2A		IMP3, PSL2
HGNC:30627	SPPL2B		IMP4, PSL1, KIAA1532
HGNC:28902	SPPL2C		IMP5
HGNC:30424	SPPL3		IMP2, PSL4, MGC90402, MGC126674, MGC126676, DKFZP586C1324
HGNC:11257	SPR		SDR38C1
HGNC:20249	SPRED1		FLJ33903, PPP1R147
HGNC:17722	SPRED2		Spred-2, FLJ21897, FLJ31917
HGNC:31041	SPRED3		
HGNC:26128	SPRING1	C12orf49	FLJ21415, SPRING
HGNC:44986	SPRING1P1		
HGNC:16871	SPRN		Shadoo, bA108K14.1, FLJ41197
HGNC:37819	SPRNP1		FLJ44653
HGNC:11259	SPRR1A		
HGNC:11260	SPRR1B	SPRR1	GADD33
HGNC:11261	SPRR2A		
HGNC:11262	SPRR2B		
HGNC:11263	SPRR2C		
HGNC:11264	SPRR2D		
HGNC:11265	SPRR2E		
HGNC:11266	SPRR2F		
HGNC:11267	SPRR2G		
HGNC:11268	SPRR3		
HGNC:23173	SPRR4		
HGNC:53428	SPRR5		
HGNC:25356	SPRTN	C1orf124	DKFZP547N043, Spartan, DVC1
HGNC:11269	SPRY1		hSPRY1
HGNC:11270	SPRY2		hSPRY2
HGNC:11271	SPRY3		HSPRY3
HGNC:15533	SPRY4		
HGNC:53465	SPRY4-AS1		THCAT68
HGNC:42394	SPRY4-IT1		SPRIGHTLY
HGNC:25920	SPRYD3		FLJ14800
HGNC:27468	SPRYD4		DKFZp686N0877
HGNC:14297	SPRYD7	C13orf1	CLLD6
HGNC:52300	SPRYD7P1		
HGNC:30628	SPSB1		SSB-1
HGNC:29522	SPSB2		GRCC9, SSB-2
HGNC:30629	SPSB3	C16orf31	SSB-3
HGNC:30630	SPSB4		SSB-4
HGNC:11272	SPTA1		EL2
HGNC:11273	SPTAN1		
HGNC:11274	SPTB		
HGNC:11275	SPTBN1		
HGNC:40562	SPTBN1-AS1	SPTBN1-AS2	
HGNC:11276	SPTBN2	SCA5	
HGNC:14896	SPTBN4		SPTBN3, KIAA1642
HGNC:15680	SPTBN5		HUSPECV, BSPECV, HUBSPECV
HGNC:11277	SPTLC1	HSN1	LCB1, SPTI, HSAN1, hLCB1
HGNC:39668	SPTLC1P1		
HGNC:39669	SPTLC1P2		
HGNC:39670	SPTLC1P3		
HGNC:39671	SPTLC1P4		
HGNC:39672	SPTLC1P5		
HGNC:11278	SPTLC2		KIAA0526, LCB2, LCB2A, hLCB2a
HGNC:16253	SPTLC3	C20orf38, SPTLC2L	LCB2B, FLJ11112, hLCB2b
HGNC:20361	SPTSSA	C14orf147	ssSPTa
HGNC:24045	SPTSSB	C3orf57	ADMP, ssSPTb
HGNC:26818	SPTY2D1		FLJ39441, DKFZp686I068, Spt2
HGNC:44122	SPTY2D1OS	SPTY2D1-AS1	
HGNC:28139	SPX	C12orf39	MGC10946, NPQ, spexin
HGNC:30721	SPZ1		NYD-TSP1, FLJ25709, PPP1R148
HGNC:11279	SQLE		
HGNC:20390	SQOR	SQRDL	CGI-44, SQR
HGNC:11280	SQSTM1	PDB3, OSIL	p62, p60, p62B, A170
HGNC:49099	SQSTM1P1		
HGNC:11281	SRA1		SRA, STRAA1
HGNC:28339	SRARP	C1orf64	MGC24047, ERRF
HGNC:25521	SRBD1		FLJ10379
HGNC:11283	SRC	SRC1	ASV, c-src
HGNC:16974	SRCAP		KIAA0309, EAF1, SWR1, DOMO1
HGNC:29506	SRCIN1		SNIP, p140Cap, KIAA1684
HGNC:11284	SRD5A1		
HGNC:11286	SRD5A1P1	SRD5AP1	
HGNC:11285	SRD5A2		
HGNC:25812	SRD5A3		FLJ13352, SRD5A2L, SRD5A2L1
HGNC:44138	SRD5A3-AS1		
HGNC:49243	SRD5A3P1		
HGNC:11289	SREBF1		SREBP1, bHLHd1, SREBP-1c, SREBP1a
HGNC:11290	SREBF2		SREBP2, bHLHd2
HGNC:53953	SREBF2-AS1		RP5, 821D11.7
HGNC:17882	SREK1	SFRS12	DKFZp564B176, SRrp86, SRrp508
HGNC:26716	SREK1IP1	SFRS12IP1	FLJ36754, P18SRP
HGNC:54504	SREK1IP1P1		
HGNC:54505	SREK1IP1P2		
HGNC:11291	SRF		MCM1
HGNC:26333	SRFBP1		FLJ25286, p49, STRAP, BUD22, Rlb1
HGNC:17382	SRGAP1		KIAA1304, ARHGAP13
HGNC:19751	SRGAP2	FNBP2	KIAA0456, ARHGAP34, SRGAP2A
HGNC:40902	SRGAP2-AS1		
HGNC:35237	SRGAP2B	SRGAP2P2	
HGNC:30584	SRGAP2C	SRGAP2P1	
HGNC:43932	SRGAP2D		
HGNC:19744	SRGAP3	SRGAP2	KIAA0411, MEGAP, WRP, ARHGAP14
HGNC:40898	SRGAP3-AS1		
HGNC:40899	SRGAP3-AS2		
HGNC:40900	SRGAP3-AS3		
HGNC:42434	SRGAP3-AS4		
HGNC:9361	SRGN	PRG, PRG1	PPG
HGNC:49107	SRGNP1		
HGNC:11292	SRI		
HGNC:40564	SRI-AS1		
HGNC:11293	SRIP1	SRIL	
HGNC:38734	SRIP2		
HGNC:38735	SRIP3		
HGNC:11295	SRL		SAR
HGNC:11296	SRM	SRML1	SPS1
HGNC:16552	SRMP1		dJ1057D4.1
HGNC:20034	SRMP2		
HGNC:54681	SRMP3		
HGNC:11298	SRMS	C20orf148	SRM, dJ697K14.1, PTK70
HGNC:11304	SRP9		
HGNC:23402	SRP9P1	SRP9L1	
HGNC:11299	SRP14		ALURBP, MGC14326
HGNC:48619	SRP14-AS1		
HGNC:33181	SRP14P1		
HGNC:53768	SRP14P2		
HGNC:53769	SRP14P3		
HGNC:53770	SRP14P4		
HGNC:11300	SRP19		
HGNC:11301	SRP54		
HGNC:50643	SRP54-AS1		
HGNC:11302	SRP68		
HGNC:30427	SRP68P1	SRPSMCR	
HGNC:30426	SRP68P2		SRPSMCR
HGNC:30428	SRP68P3		SRPSMCR
HGNC:11303	SRP72		
HGNC:31095	SRP72P1		
HGNC:31096	SRP72P2		dJ274L14.2
HGNC:11305	SRPK1		SFRSK1
HGNC:11306	SRPK2		SFRSK2
HGNC:30303	SRPK2P		SRPK2ps
HGNC:11402	SRPK3	STK23	MSSK1
HGNC:11307	SRPRA	SRPR	SRP-alpha, Sralpha, SR-alpha
HGNC:24085	SRPRB		APMCF1, SR-beta
HGNC:11309	SRPX		ETX1
HGNC:30668	SRPX2		SRPUL
HGNC:14398	SRR		ILV1, ISO1
HGNC:33910	SRRD		HC/HCC, SRR1L
HGNC:16638	SRRM1		SRM160, POP101, MGC39488
HGNC:31861	SRRM1P1	SRRM1L, SRRM1P	
HGNC:38163	SRRM1P2		
HGNC:38164	SRRM1P3		
HGNC:16639	SRRM2		SRm300, SRL300, KIAA0324, Cwc21
HGNC:44162	SRRM2-AS1		
HGNC:26729	SRRM3		FLJ37078
HGNC:29389	SRRM4	KIAA1853	nSR100
HGNC:37248	SRRM5		
HGNC:24101	SRRT		Asr2, serrate, ARS2
HGNC:10780	SRSF1	SFRS1	ASF, SF2, SRp30a, SF2p33, MGC5228
HGNC:39417	SRSF1P1		
HGNC:10783	SRSF2	SFRS2	SC-35, SC35, PR264, SFRS2A
HGNC:54922	SRSF2P1		
HGNC:10785	SRSF3	SFRS3	SRp20
HGNC:54691	SRSF3P1		
HGNC:54692	SRSF3P2		
HGNC:54693	SRSF3P4		
HGNC:54694	SRSF3P5		
HGNC:54695	SRSF3P6		
HGNC:10786	SRSF4	SFRS4	SRP75
HGNC:10787	SRSF5	SFRS5	SRP40, HRS
HGNC:10788	SRSF6	SFRS6	SRP55, B52
HGNC:54946	SRSF6P1		
HGNC:54947	SRSF6P2		
HGNC:10789	SRSF7	SFRS7	9G8, ZCRB2, HSSG1, AAG3, RBM37, ZCCHC20
HGNC:16988	SRSF8	SFRS2B	SRP46
HGNC:10791	SRSF9	SFRS9	SRp30c
HGNC:10792	SRSF9P1	SFRS9P1	
HGNC:16713	SRSF10	FUSIP2, FUSIP1, SFRS13A	TASR1, TASR2, SRp38, SRrp40, SFRS13, PPP1R149
HGNC:31002	SRSF10P1	FUSIP1P, SFRS13AP1	HsT2687
HGNC:24823	SRSF10P2	FUSIP1P2, SFRS13AP2	
HGNC:10782	SRSF11	SFRS11	p54, NET2
HGNC:49884	SRSF11P1		
HGNC:21220	SRSF12	SFRS13B	SRrp35, SFRS19
HGNC:16132	SRXN1	C20orf139	Npn3, SRX1, YKL086W, dJ850E9.2
HGNC:11311	SRY		TDF
HGNC:11340	SS18	SSXT	SYT
HGNC:15592	SS18L1		KIAA0693, CREST
HGNC:15593	SS18L2		KIAA-iso
HGNC:44965	SS18L2P1		
HGNC:44966	SS18L2P2		
HGNC:11316	SSB		LARP3, La, La/SSB
HGNC:54972	SSBL2P		
HGNC:54984	SSBL3P		
HGNC:54577	SSBL3P1	SSBP3P1	
HGNC:54985	SSBL4P		
HGNC:54986	SSBL5P		
HGNC:11317	SSBP1		SSBP, mtSSB
HGNC:15831	SSBP2		HSPC116
HGNC:15674	SSBP3		CSDP, SSDP, FLJ10355, SSDP1
HGNC:32328	SSBP3-AS1	C1orf191	MSTP128
HGNC:54579	SSBP3P2		
HGNC:15676	SSBP4		
HGNC:14461	SSC4D	SRCRB4D	SRCRB-S4D, S4D-SRCRB
HGNC:26641	SSC5D		FLJ35258, S5D-SRCRB
HGNC:30579	SSH1		KIAA1298, SSH1L
HGNC:30580	SSH2		KIAA1725
HGNC:30581	SSH3		FLJ20515, FLJ10928
HGNC:29580	SSMEM1	C7orf45	FLJ40316
HGNC:11321	SSNA1		NA14, N14
HGNC:11322	SSPN	KRAG	SPN1, SPN2
HGNC:21998	SSPOP	SSPO	SCO-spondin, KIAA0543, FLJ36112
HGNC:11323	SSR1		TRAPA
HGNC:39273	SSR1P1		
HGNC:39274	SSR1P2		
HGNC:11324	SSR2		TLAP, TRAPB
HGNC:11325	SSR3		TRAPG
HGNC:11326	SSR4		TRAPD
HGNC:23131	SSR4P1	C21orf122	PRED90, MGC10960, PRED57
HGNC:11327	SSRP1		FACT80
HGNC:11329	SST		SMST
HGNC:11330	SSTR1		
HGNC:11331	SSTR2		
HGNC:11332	SSTR3		
HGNC:11333	SSTR4		
HGNC:11334	SSTR5		
HGNC:26502	SSTR5-AS1		
HGNC:25016	SSU72		HSPC182
HGNC:43620	SSU72P1		
HGNC:43621	SSU72P2		
HGNC:43622	SSU72P3		
HGNC:43623	SSU72P4		
HGNC:43624	SSU72P5		
HGNC:43625	SSU72P6		
HGNC:43626	SSU72P7		
HGNC:43627	SSU72P8		
HGNC:24809	SSUH2	C3orf32	fls485, ssu-2
HGNC:11335	SSX1		CT5.1
HGNC:11336	SSX2	SSX	HOM-MEL-40, HD21, MGC3884, MGC15364, MGC119055, CT5.2a
HGNC:22263	SSX2B		CT5.2b
HGNC:16509	SSX2IP		hMsd1
HGNC:11337	SSX3		CT5.3
HGNC:11338	SSX4		CT5.4
HGNC:16880	SSX4B		OTTHUMT00000056510
HGNC:11339	SSX5		
HGNC:19652	SSX6P	SSXP2, SSX6	psiSSX2
HGNC:19653	SSX7		
HGNC:19654	SSX8P	SSX8	
HGNC:19655	SSX9P	SSX9	
HGNC:30637	SSXP1		psiSSX1
HGNC:30640	SSXP3		psiSSX3
HGNC:30641	SSXP4	SSX10	psiSSX4
HGNC:30642	SSXP5		psiSSX5
HGNC:30643	SSXP6		psiSSX6
HGNC:30644	SSXP7		psiSSX7
HGNC:30199	SSXP8		psiSSX8
HGNC:30645	SSXP9		psiSSX9
HGNC:30638	SSXP10		psiSSX10
HGNC:10862	ST3GAL1	SIAT4A	ST3O, SIATFL, ST3GalA.1
HGNC:45174	ST3GAL1P1		
HGNC:10863	ST3GAL2	SIAT4B	ST3GALII, ST3GalA.2
HGNC:10866	ST3GAL3	SIAT6, MRT12	
HGNC:40529	ST3GAL3-AS1		
HGNC:10864	ST3GAL4	CGS23, SIAT4, NANTA3, SIAT4C	STZ, SAT3, FLJ11867
