HGNC ID	Approved symbol	Previous symbols	Alias symbols
HGNC:39285	PHBP6		
HGNC:39286	PHBP7		
HGNC:39287	PHBP8		
HGNC:39288	PHBP9		
HGNC:39289	PHBP10		
HGNC:39290	PHBP11		
HGNC:39291	PHBP12		
HGNC:39292	PHBP13		
HGNC:39293	PHBP14		
HGNC:39294	PHBP15		
HGNC:51549	PHBP16		
HGNC:51550	PHBP17		
HGNC:51551	PHBP18		
HGNC:51552	PHBP19		
HGNC:51553	PHBP20		
HGNC:51554	PHBP21		
HGNC:3182	PHC1	EDR1	HPH1, RAE28
HGNC:34502	PHC1P1	PHC1B	
HGNC:3183	PHC2	EDR2	HPH2
HGNC:40205	PHC2-AS1		
HGNC:15682	PHC3		EDR3, FLJ12967, FLJ12729, HPH3
HGNC:26509	PHETA1	FAM109A	FLJ32356, SES1, IPIP27A
HGNC:27161	PHETA2	FAM109B	DKFZp686J07229, SES2, IPIP27B
HGNC:8918	PHEX	HYP, HPDR	PEX, HPDR1, HYP1, XLH
HGNC:40445	PHEX-AS1		
HGNC:8919	PHF1		MTF2L2, TDRD19C, PCL1
HGNC:8920	PHF2		KIAA0662, JHDM1E, CENP-35, KDM7C
HGNC:30241	PHF2P1		DKFZp686A1627
HGNC:38808	PHF2P2		
HGNC:8921	PHF3		
HGNC:18000	PHF5A		MGC1346, SF3b14b, INI, bK223H9.2, Rds3, SAP14b, SF3B7
HGNC:32385	PHF5CP	PHF5AP1	
HGNC:23268	PHF5DP		
HGNC:23267	PHF5EP		
HGNC:23266	PHF5FP		
HGNC:23269	PHF5GP		
HGNC:23264	PHF5HP		
HGNC:18145	PHF6	BFLS, BORJ	KIAA1823, MGC14797, CENP-31
HGNC:18458	PHF7		NYD-SP6, HSPC226
HGNC:20672	PHF8		ZNF422, KIAA1111, JHDM1F, KDM7B
HGNC:18250	PHF10		FLJ10975, XAP135, BAF45a
HGNC:23210	PHF10P1		XAP135P
HGNC:17024	PHF11		NY-REN-34, BCAP, IGER
HGNC:20816	PHF12		PF1, KIAA1523
HGNC:22983	PHF13		MGC43399
HGNC:22203	PHF14		KIAA0783
HGNC:24566	PHF19		DKFZP727G051, PCL3, MTF2L1, TDRD19B
HGNC:16098	PHF20	C20orf104	dJ1121G12.1, TDRD20A
HGNC:24280	PHF20L1		CGI-72, FLJ13649, MGC64923, FLJ21615, TDRD20B
HGNC:24156	PHF21A		BHC80, KIAA1696, BM-006
HGNC:25161	PHF21B	PHF4	BHC80L, FLJ34161
HGNC:28428	PHF23		MGC2941, FLJ16355
HGNC:29180	PHF24	KIAA1045	
HGNC:8923	PHGDH		SERA, PGDH, PDG
HGNC:37226	PHGR1		
HGNC:15673	PHIP	WDR11	ndrp, FLJ20705, DCAF14, BRWD2
HGNC:8925	PHKA1	PHKA	
HGNC:40446	PHKA1-AS1		
HGNC:33919	PHKA1P1		
HGNC:8926	PHKA2	PHK, PYK	
HGNC:44110	PHKA2-AS1		
HGNC:8927	PHKB		
HGNC:8928	PHKBP1		
HGNC:8929	PHKBP2		
HGNC:8930	PHKG1	PHKG	
HGNC:33916	PHKG1P1		
HGNC:33917	PHKG1P2		
HGNC:8932	PHKG1P3	PHKGL	PHKg1ps2
HGNC:33918	PHKG1P4		
HGNC:8931	PHKG2		
HGNC:8933	PHLDA1		TDAG51, DT1P1B11, PHRIP
HGNC:12385	PHLDA2	TSSC3	IPL, BWR1C, HLDA2
HGNC:8934	PHLDA3		TIH1
HGNC:23697	PHLDB1		FLJ00141, LL5a, KIAA0638
HGNC:29573	PHLDB2		LL5beta, FLJ21791, LL5b
HGNC:30499	PHLDB3		FLJ40193
HGNC:20610	PHLPP1	PLEKHE1, PHLPP	KIAA0606, SCOP, PPM3A
HGNC:29149	PHLPP2	PHLPPL	KIAA0931, PPM3B
HGNC:16815	PHOSPHO1		
HGNC:28316	PHOSPHO2		MGC22679
HGNC:691	PHOX2A	ARIX, FEOM2	PMX2A, CFEOM2
HGNC:9143	PHOX2B	PMX2B	NBPhox
HGNC:40457	PHOX2B-AS1		
HGNC:30033	PHPT1		PHP14, HSPC141, CGI-202, DKFZp564M173, bA216L13.10
HGNC:24351	PHRF1	RNF221	KIAA1542, PPP1R125
HGNC:8939	PHTF1	PHTF	
HGNC:13411	PHTF2		DKFZp434D166
HGNC:8940	PHYH		PAHX, RD, PHYH1
HGNC:23396	PHYHD1		MGC16638
HGNC:16865	PHYHIP	DYRK1AP3	KIAA0273, PAHX-AP
HGNC:29378	PHYHIPL		KIAA1796, Em:AC025038.1
HGNC:28249	PHYKPL	AGXT2L2	MGC15875
HGNC:8947	PI3		ESI, SKALP, ELAFIN, WAP3, WFDC14, cementoin
HGNC:30031	PI4K2A		PI4KII, DKFZP761G1923, PIK42A
HGNC:18215	PI4K2B		PI4KIIB, FLJ11105, PIK42B
HGNC:8983	PI4KA	PIK4CA	PI4K-ALPHA, pi4K230
HGNC:33576	PI4KAP1		
HGNC:33577	PI4KAP2		
HGNC:8984	PI4KB	PIK4CB	PI4K-BETA, pi4K92
HGNC:8946	PI15		P25TI
HGNC:21245	PI16		MGC45378, dJ90K10.5, MSMBBP, CD364
HGNC:25338	PIANP	C12orf53	DKFZp547D2210, PANP
HGNC:2752	PIAS1	DDXBP1	GBP, GU/RH-II, ZMIZ3
HGNC:17311	PIAS2		PIASX-BETA, miz, PIASX-ALPHA, ZMIZ4, ARIP3
HGNC:16861	PIAS3		FLJ14651, ZMIZ5
HGNC:17002	PIAS4		Piasg, PIASY, FLJ12419, ZMIZ6
HGNC:23352	PIBF1	C13orf24	CEP90
HGNC:15514	PICALM		CALM, CLTH
HGNC:27576	PICART1		
HGNC:9394	PICK1	PRKCABP	dJ1039K5, MGC15204
HGNC:19725	PICSAR	C21orf113, NCRNA00162, LINC00162	PRED74, NLC1-C
HGNC:26084	PID1		NYGGF4, FLJ20701
HGNC:16491	PIDD1	LRDD, PIDD	MGC16925, DKFZp434D229
HGNC:28993	PIEZO1	FAM38A	KIAA0233
HGNC:16214	PIEZO1P1	C20orf83, FAM38CP	bA164D18.1
HGNC:42861	PIEZO1P2		
HGNC:26270	PIEZO2	FAM38B2, C18orf30, C18orf58, FAM38B	FLJ23403, FLJ23144, HsT748, HsT771, FLJ34907
HGNC:26220	PIF1	C15orf20	FLJ22692
HGNC:27009	PIFO	C1orf88	FLJ23853, pitchfork
HGNC:8957	PIGA		GPI3
HGNC:8958	PIGAP1		
HGNC:8959	PIGB		
HGNC:50696	PIGBOS1		
HGNC:8960	PIGC		
HGNC:8961	PIGCP1		
HGNC:45149	PIGCP2		
HGNC:8962	PIGF		
HGNC:8963	PIGFP1		
HGNC:45150	PIGFP2		
HGNC:45151	PIGFP3		
HGNC:25985	PIGG		FLJ20265, GPI7, LAS21
HGNC:8964	PIGH		GPI-H
HGNC:45152	PIGHP1		
HGNC:8965	PIGK		hGPI8, GPI8
HGNC:8966	PIGL		
HGNC:18858	PIGM		GPI-MT-I
HGNC:8967	PIGN		MCD4, PIG-N
HGNC:23215	PIGO		DKFZp434M222, FLJ00135
HGNC:3046	PIGP	DSCR5	DCRC, DSRC
HGNC:45153	PIGPP1		
HGNC:45154	PIGPP2		
HGNC:45155	PIGPP3		
HGNC:45156	PIGPP4		
HGNC:14135	PIGQ		hGPI1, GPI1
HGNC:45157	PIGQP1		
HGNC:8968	PIGR		
HGNC:14937	PIGS		
HGNC:14938	PIGT		
HGNC:15791	PIGU	CDC91L1	bA346K17.2, GAB1
HGNC:45158	PIGUP1		
HGNC:26031	PIGV		FLJ20477
HGNC:23213	PIGW		Gwt1, FLJ37433
HGNC:26046	PIGX		FLJ20522
HGNC:28213	PIGY		MGC14156
HGNC:54080	PIGY-DT		
HGNC:30596	PIGZ		FLJ12768, MGC52163, SMP3
HGNC:26075	PIH1D1	NOP17	FLJ20643, Pih1, MOT48
HGNC:25210	PIH1D2		
HGNC:30034	PIK3AP1		BCAP, FLJ35564
HGNC:8971	PIK3C2A		PI3K-C2alpha
HGNC:8972	PIK3C2B		C2-PI3K, PI3K-C2beta
HGNC:8973	PIK3C2G		
HGNC:8974	PIK3C3		Vps34
HGNC:8975	PIK3CA		PI3K
HGNC:8976	PIK3CB	PIK3C1	
HGNC:8977	PIK3CD		p110D
HGNC:32346	PIK3CD-AS1	C1orf200	
HGNC:51334	PIK3CD-AS2		
HGNC:52629	PIK3CDP1		
HGNC:8978	PIK3CG		
HGNC:24942	PIK3IP1		HGFL, MGC17330, TrIP
HGNC:41072	PIK3IP1-DT	PIK3IP1-AS1	
HGNC:8979	PIK3R1		GRB1, p85-ALPHA, p85
HGNC:8980	PIK3R2		P85B, p85
HGNC:8981	PIK3R3		p55
HGNC:8982	PIK3R4		VPS15, p150
HGNC:30035	PIK3R5		P101-PI3K, p101
HGNC:27101	PIK3R6	C17orf38	FLJ34500, HsT41028, p87PIKAP
HGNC:23785	PIKFYVE	PIP5K3	MGC40423, KIAA0981, PIP5K, p235, ZFYVE29, FAB1
HGNC:20396	PILRA		FDF03
HGNC:18297	PILRB		FDFACT1, FDFACT2
HGNC:8986	PIM1	PIM	
HGNC:8987	PIM2		
HGNC:19310	PIM3		
HGNC:25483	PIMREG	FAM64A	FLJ10156, FLJ10491, CATS, RCS1
HGNC:54612	PIMREGP1		
HGNC:54613	PIMREGP2		
HGNC:54614	PIMREGP3		
HGNC:54615	PIMREGP4		
HGNC:8988	PIN1		dod
HGNC:8989	PIN1P1	PIN1L	
HGNC:8992	PIN4		PAR14, PAR17, EPVH
HGNC:44193	PIN4P1		
HGNC:53590	PINCR		
HGNC:14581	PINK1	PARK6	BRPK
HGNC:38872	PINK1-AS	PINK1-AS1	FLJ00387, PINK1AS, naPINK1
HGNC:44206	PINLYP		
HGNC:30046	PINX1		LPTL, LPTS, FLJ20565, MGC8850, Gno1, Pxr1
HGNC:8993	PIP		GCDFP-15, GCDFP15, GPIP4
HGNC:8997	PIP4K2A	PIP5K2A	PIP5KIIA, PIP5KIIalpha
HGNC:8998	PIP4K2B	PIP5K2B	PIP5KIIB, PIP5KIIbeta
HGNC:23786	PIP4K2C	PIP5K2C	FLJ22055
HGNC:19299	PIP4P1	C14orf9, TMEM55B	MGC26684
HGNC:25452	PIP4P2	TMEM55A	DKFZp762O076
HGNC:8994	PIP5K1A		
HGNC:8995	PIP5K1B		STM7, MSS4
HGNC:8996	PIP5K1C		PIP5Kgamma, KIAA0589, LCCS3
HGNC:28372	PIP5K1P1		MGC26597
HGNC:38068	PIP5K1P2		
HGNC:28711	PIP5KL1		bA203J24.5, MGC46424
HGNC:17804	PIPOX		LPIPOX
HGNC:23733	PIPSL	PSMD4P2, PIP5K1L1	PIP5K1A-PSMD4, PIP5K1P3
HGNC:30048	PIR		
HGNC:37505	PIRC1		
HGNC:37506	PIRC2		
HGNC:37507	PIRC3		
HGNC:37508	PIRC4		
HGNC:37509	PIRC5		
HGNC:37510	PIRC6		
HGNC:37511	PIRC7		
HGNC:37512	PIRC8		
HGNC:37513	PIRC9		
HGNC:37514	PIRC10		
HGNC:37515	PIRC11		
HGNC:37516	PIRC12		
HGNC:37517	PIRC13		
HGNC:37518	PIRC14		
HGNC:37519	PIRC15		
HGNC:37520	PIRC16		
HGNC:37521	PIRC17		
HGNC:37522	PIRC18		
HGNC:37523	PIRC19		
HGNC:37524	PIRC20		
HGNC:37525	PIRC21		
HGNC:37526	PIRC22		
HGNC:37527	PIRC23		
HGNC:37528	PIRC24		
HGNC:37529	PIRC25		
HGNC:37530	PIRC26		
HGNC:37531	PIRC27		
HGNC:37532	PIRC28		
HGNC:37533	PIRC29		
HGNC:37534	PIRC30		
HGNC:37535	PIRC31		
HGNC:37536	PIRC32		
HGNC:37537	PIRC33		
HGNC:37538	PIRC34		
HGNC:37539	PIRC35		
HGNC:37540	PIRC36		
HGNC:37541	PIRC37		
HGNC:37542	PIRC38		
HGNC:37543	PIRC39		
HGNC:37544	PIRC40		
HGNC:37545	PIRC41		
HGNC:37546	PIRC42		
HGNC:37547	PIRC43		
HGNC:37548	PIRC44		
HGNC:37549	PIRC45		
HGNC:37550	PIRC46		
HGNC:37551	PIRC47		
HGNC:37552	PIRC48		
HGNC:37553	PIRC49		
HGNC:37554	PIRC50		
HGNC:37555	PIRC51		
HGNC:37556	PIRC52		
HGNC:37557	PIRC53		
HGNC:37558	PIRC54		
HGNC:37559	PIRC55		
HGNC:37560	PIRC56		
HGNC:37561	PIRC57		
HGNC:37562	PIRC58		
HGNC:37563	PIRC59		
HGNC:37564	PIRC60		
HGNC:37565	PIRC61		
HGNC:37566	PIRC62		
HGNC:37567	PIRC63		
HGNC:37568	PIRC64		
HGNC:37569	PIRC65		
HGNC:37570	PIRC66		
HGNC:37571	PIRC67		
HGNC:37572	PIRC68		
HGNC:37573	PIRC69		
HGNC:37574	PIRC70		
HGNC:37575	PIRC71		
HGNC:37576	PIRC72		
HGNC:37577	PIRC73		
HGNC:37578	PIRC74		
HGNC:37579	PIRC75		
HGNC:37580	PIRC76		
HGNC:37581	PIRC77		
HGNC:37582	PIRC78		
HGNC:37583	PIRC79		
HGNC:37584	PIRC80		
HGNC:37585	PIRC81		
HGNC:37586	PIRC82		
HGNC:37587	PIRC83		
HGNC:37588	PIRC84		
HGNC:37589	PIRC85		
HGNC:37590	PIRC86		
HGNC:37591	PIRC87		
HGNC:37592	PIRC88		
HGNC:37593	PIRC89		
HGNC:37594	PIRC90		
HGNC:37595	PIRC91		
HGNC:37596	PIRC92		
HGNC:37597	PIRC93		
HGNC:37598	PIRC94		
HGNC:37599	PIRC95		
HGNC:37600	PIRC96		
HGNC:37601	PIRC97		
HGNC:37602	PIRC98		
HGNC:37603	PIRC99		
HGNC:37604	PIRC100		
HGNC:37605	PIRC101		
HGNC:37606	PIRC102		
HGNC:37607	PIRC103		
HGNC:37608	PIRC104		
HGNC:37609	PIRC105		
HGNC:37610	PIRC106		
HGNC:37611	PIRC107		
HGNC:37612	PIRC108		
HGNC:37613	PIRC109		
HGNC:37614	PIRC110		
HGNC:37615	PIRC111		
HGNC:37616	PIRC112		
HGNC:37617	PIRC113		
HGNC:37618	PIRC114		
HGNC:37239	PIRT		
HGNC:8999	PISD		dJ858B16.2, PSDC
HGNC:16671	PISRT1		NCRNA00195
HGNC:25022	PITHD1	C1orf128	HT014, TXNL1CL
HGNC:9001	PITPNA	PITPN	VIB1A
HGNC:44116	PITPNA-AS1		
HGNC:9002	PITPNB		VIB1B
HGNC:21045	PITPNC1		RDGBB1, RDGBB, RDGB-BETA
HGNC:9003	PITPNM1	PITPNM	DRES9, NIR2, RDGB1, RDGBA1, Rd9, RDGB
HGNC:21044	PITPNM2		RDGBA2, RDGB2, NIR3
HGNC:53391	PITPNM2-AS1		
HGNC:21043	PITPNM3	CORD5	NIR1, RDGBA3, ACKR6
HGNC:17663	PITRM1		MP1, KIAA1104, hMP1, PreP
HGNC:44675	PITRM1-AS1		
HGNC:9004	PITX1	BFT	PTX1, POTX
HGNC:9005	PITX2	IRID2, IHG2, RIEG, RIEG1, RGS	IGDS, RS, Brx1, Otlx2, ARP1
HGNC:9006	PITX3	ASMD	
HGNC:9007	PIWIL1		PIWI, HIWI, CT80.1
HGNC:17644	PIWIL2		HILI, FLJ10351, Mili, CT80
HGNC:18443	PIWIL3		HIWI3
HGNC:18444	PIWIL4		FLJ36156, HIWI2, Miwi2
HGNC:16648	PJA1		FLJ11830, RNF70
HGNC:17481	PJA2	RNF131	KIAA0438, Neurodap1
HGNC:29502	PJVK	DFNB59	
HGNC:9008	PKD1		PBP, Pc-1, TRPP1
HGNC:18053	PKD1L1		PRO19563
HGNC:21715	PKD1L2		KIAA1879
HGNC:21716	PKD1L3		
HGNC:30065	PKD1P1		
HGNC:30066	PKD1P2		
HGNC:30067	PKD1P3		
HGNC:30068	PKD1P4		
HGNC:30069	PKD1P5		
HGNC:30070	PKD1P6		
HGNC:9009	PKD2		PKD4, PC2, Pc-2, TRPP2
HGNC:9011	PKD2L1	PKD2L, PKDL	PCL, TRPP3
HGNC:9012	PKD2L2		TRPP5
HGNC:25123	PKDCC		SgK493, Vlk
HGNC:9015	PKDREJ		
HGNC:9016	PKHD1	TIGM1	ARPKD, FCYT, FPC
HGNC:20313	PKHD1L1		
HGNC:9017	PKIA	PRKACN1	
HGNC:51659	PKIA-AS1		
HGNC:9018	PKIB	PRKACN2	
HGNC:9019	PKIG		
HGNC:9020	PKLR		
HGNC:9021	PKM	PKM2	THBP1, OIP3, PK3
HGNC:44243	PKMP1		
HGNC:44244	PKMP2		
HGNC:44245	PKMP3		
HGNC:44246	PKMP4		
HGNC:44247	PKMP5		
HGNC:29650	PKMYT1		MYT1, PPP1R126
HGNC:9405	PKN1	PRKCL1	DBK, PRK1, PKN, MGC46204, PAK1
HGNC:9406	PKN2	PRKCL2	PRK2, Pak-2, STK7
HGNC:50597	PKN2-AS1		
HGNC:17999	PKN3		PKNbeta, UTDP4-1
HGNC:9022	PKNOX1		PREP1
HGNC:16714	PKNOX2		
HGNC:50690	PKNOX2-AS1		
HGNC:9023	PKP1		B6P
HGNC:9024	PKP2		
HGNC:13413	PKP2P1		
HGNC:9025	PKP3		
HGNC:9026	PKP4		p0071
HGNC:52580	PKP4-AS1		
HGNC:42661	PKP4P1		
HGNC:17661	PLA1A		ps-PLA1
HGNC:9030	PLA2G1B	PLA2, PPLA2, PLA2A	
HGNC:9031	PLA2G2A	PLA2B, PLA2L	
HGNC:9032	PLA2G2C	UBXN10-AS1	
HGNC:9033	PLA2G2D		sPLA2S
HGNC:13414	PLA2G2E		
HGNC:30040	PLA2G2F		
HGNC:17934	PLA2G3		GIII-SPLA2
HGNC:9035	PLA2G4A	PLA2G4	cPLA2-alpha
HGNC:9036	PLA2G4B		cPLA2-beta, HsT16992
HGNC:9037	PLA2G4C		cPLA2-gamma
HGNC:51585	PLA2G4C-AS1		
HGNC:30038	PLA2G4D		cPLA2delta
HGNC:24791	PLA2G4E		FLJ45651
HGNC:51419	PLA2G4E-AS1		
HGNC:27396	PLA2G4F		PLA2G4F/Z
HGNC:9038	PLA2G5		
HGNC:9039	PLA2G6		iPLA2, PNPLA9, PARK14, iPLA2beta, NBIA2
HGNC:9040	PLA2G7		PAFAH, LDL-PLA2
HGNC:9029	PLA2G10		GXPLA2
HGNC:18554	PLA2G12A	PLA2G12	
HGNC:39248	PLA2G12AP1		
HGNC:39249	PLA2G12AP2		
HGNC:18555	PLA2G12B	PLA2G13	
HGNC:17163	PLA2G15	LYPLA3	LLPL, GXVPLA2
HGNC:9042	PLA2R1		PLA2G1R, PLA2IR, PLA2-R, CLEC13C
HGNC:9043	PLAA		PLAP, PLA2P, FLJ11281, FLJ12699, DOA1
HGNC:14922	PLAAT1	HRASLS	H-REV107, HRASLS1, A-C1, PLA/AT1, PLAAT-1
HGNC:17824	PLAAT2	HRASLS2	FLJ20556, PLAAT-2
HGNC:17825	PLAAT3	HRASLS3, PLA2G16	HREV107, H-REV107-1, HREV107-3, MGC118754., AdPLA, PLAAT-3
HGNC:9869	PLAAT4	RARRES3	TIG3, HRASLS4, PLAAT-4, RIG1
HGNC:24978	PLAAT5	HRASLS5	HRLP5, iNAT, PLAAT-5
HGNC:9044	PLAC1		CT92, OOSP2L, OOSP2B
HGNC:14616	PLAC4	C21orf115	MGC126664, MGC126666, PRED78
HGNC:19254	PLAC8		onzin, C15
HGNC:31746	PLAC8L1		
HGNC:19255	PLAC9		
HGNC:52678	PLAC9P1		
HGNC:9045	PLAG1		ZNF912
HGNC:9046	PLAGL1		ZAC, LOT1
HGNC:9047	PLAGL2		ZNF900
HGNC:9051	PLAT		
HGNC:9052	PLAU		URK, UPA
HGNC:9053	PLAUR		URKR, UPAR, CD87
HGNC:30041	PLB1		PLB, FLJ30866
HGNC:26215	PLBD1		FLJ22662
HGNC:51143	PLBD1-AS1		
HGNC:27283	PLBD2		p76
HGNC:15917	PLCB1		KIAA0581, PLC-I, PLC154
HGNC:41414	PLCB1-IT1		
HGNC:9055	PLCB2		FLJ38135
HGNC:43662	PLCB2-AS1		
HGNC:9056	PLCB3		
HGNC:9059	PLCB4		
HGNC:9060	PLCD1		
HGNC:9061	PLCD3		
HGNC:9062	PLCD4		
HGNC:17175	PLCE1		KIAA1516, PLCE, NPHS3
HGNC:45193	PLCE1-AS1		
HGNC:51206	PLCE1-AS2		
HGNC:51906	PLCE1P1		
HGNC:9065	PLCG1	PLC1	PLC148, PLC-II, PLCgamma1, NCKAP3
HGNC:40450	PLCG1-AS1		TOP1-AS1
HGNC:9066	PLCG2		
HGNC:29185	PLCH1	PLCL3	KIAA1069, MGC117152, DKFZp434C1372, PLCeta1
HGNC:41231	PLCH1-AS1		
HGNC:41232	PLCH1-AS2		
HGNC:29037	PLCH2	PLCL4	KIAA0450, PLCeta2, RP3-395M20.1, PLC-eta2
HGNC:9063	PLCL1	PLCE	PLC-L, PLCL, PRIP, PPP1R127
HGNC:9064	PLCL2	PLCE2	KIAA1092
HGNC:40449	PLCL2-AS1		
HGNC:23148	PLCXD1		FLJ11323
HGNC:26462	PLCXD2		FLJ31579
HGNC:41145	PLCXD2-AS1		
HGNC:31822	PLCXD3		
HGNC:19218	PLCZ1		NYD-SP27, PLCzeta
HGNC:9067	PLD1		
HGNC:9068	PLD2		
HGNC:17158	PLD3		HU-K4
HGNC:23792	PLD4	C14orf175	
HGNC:26879	PLD5		FLJ40773
HGNC:55072	PLD5P1		
HGNC:30447	PLD6		
HGNC:9069	PLEC	EBS1, PLEC1	PCN, PLTN
HGNC:9070	PLEK		P47
HGNC:19238	PLEK2		
HGNC:14335	PLEKHA1		TAPP1
HGNC:14336	PLEKHA2		TAPP2
HGNC:14338	PLEKHA3		FAPP1
HGNC:19648	PLEKHA3P1		PLEKHA3P
HGNC:14339	PLEKHA4		PEPP1
HGNC:30036	PLEKHA5		PEPP2, KIAA1686, FLJ10667
HGNC:17053	PLEKHA6		PEPP3, KIAA0969
HGNC:27049	PLEKHA7		DKFZp686M22243
HGNC:30037	PLEKHA8		FAPP2, MGC3358
HGNC:30222	PLEKHA8P1	PLEKHA9	FLJ14156
HGNC:19079	PLEKHB1	PHRET1	PHR1, KPL1
HGNC:19236	PLEKHB2		EVT2, FLJ20783
HGNC:20148	PLEKHD1		UPF0639
HGNC:20764	PLEKHF1		APPD, MGC4090, PHAFIN1, ZFYVE15
HGNC:20757	PLEKHF2		ZFYVE18, PHAFIN2, FLJ13187
HGNC:20884	PLEKHG1		KIAA1209, ARHGEF41
HGNC:29515	PLEKHG2		CLG, FLJ00018, ARHGEF42
HGNC:20364	PLEKHG3	KIAA0599	ARHGEF43
HGNC:24501	PLEKHG4	SCA4	DKFZP434I216, ARHGEF44
HGNC:29399	PLEKHG4B		KIAA1909
HGNC:29105	PLEKHG5		KIAA0720, Syx, GEF720, Tech
HGNC:25562	PLEKHG6		FLJ10665, MYOGEF
HGNC:33829	PLEKHG7	C12orf74	FLJ46688
HGNC:17733	PLEKHH1		KIAA1200
HGNC:30506	PLEKHH2		KIAA2028, PLEKHH1L
HGNC:26105	PLEKHH3		FLJ21019
HGNC:18211	PLEKHJ1		FLJ10297
HGNC:29017	PLEKHM1		KIAA0356
HGNC:35411	PLEKHM1P1	PLEKHM1P	LOC440456
HGNC:29131	PLEKHM2		KIAA0842
HGNC:34006	PLEKHM3	PLEKHM1L	DAPR
HGNC:25284	PLEKHN1		DKFZP434H2010
HGNC:24310	PLEKHO1		CKIP-1, OC120
HGNC:30026	PLEKHO2	PLEKHQ1	DKFZp761K2312, PP1628, pp9099
HGNC:26285	PLEKHS1	C10orf81	FLJ23537, bA211N11.2
HGNC:30053	PLET1	C11orf34	
HGNC:9071	PLG		
HGNC:9074	PLGLA	PLGP2, PLGLA1	
HGNC:9072	PLGLB1	PLGL	PRP-B
HGNC:9073	PLGLB2	PLGP1	
HGNC:23633	PLGRKT	C9orf46	MDS030, FLJ14688, AD025, Plg-RKT
HGNC:9076	PLIN1	PLIN	
HGNC:248	PLIN2	ADFP	ADRP
HGNC:16893	PLIN3	M6PRBP1	TIP47, PP17
HGNC:29393	PLIN4	KIAA1881	S3-12
HGNC:33196	PLIN5		LSDP5, LSDA5, OXPAT, MLDP
HGNC:9077	PLK1	PLK	
HGNC:19699	PLK2		SNK
HGNC:2154	PLK3	CNK	FNK, PRK
HGNC:11397	PLK4	STK18	Sak
HGNC:27001	PLK5	PLK5P	SgK384ps
HGNC:18553	PLLP	TM4SF11	PMLP
HGNC:54943	PLLPP1		
HGNC:9080	PLN	PLB	CMD1P
HGNC:9081	PLOD1	LLH, PLOD	LH1
HGNC:9082	PLOD2		LH2
HGNC:9083	PLOD3		LH3
HGNC:9086	PLP1	SPG2, PLP	GPM6C
HGNC:9087	PLP2		A4, A4-LSB, MGC126187
HGNC:9457	PLPBP	PROSC	
HGNC:9228	PLPP1	PPAP2A	PAP-2a, LPP1
HGNC:9230	PLPP2	PPAP2C	PAP-2c, LPP2
HGNC:9229	PLPP3	PPAP2B	PAP-2b, LPP3
HGNC:23531	PLPP4	PPAPDC1, PPAPDC1A	DPPL2
HGNC:25026	PLPP5	PPAPDC1B	HTPAP, DPPL1
HGNC:23682	PLPP6	PPAPDC2	FLJ90191, FLJ46512, PDP1
HGNC:28174	PLPP7	C9orf67, PPAPDC3	MGC12921, FLJ14662, NET39
HGNC:25993	PLPPR1		PRG-3, MGC26189, FLJ20300, LPPR1
HGNC:29566	PLPPR2		LPPR2, PRG-4
HGNC:23497	PLPPR3		PRG-2, FLJ11535, LPPR3, PRG2
HGNC:23496	PLPPR4		PRG-1, LPPR4, KIAA0455, PHP1
HGNC:31703	PLPPR5		PAP2D, PAP2, LPPR5, PRG5
HGNC:9089	PLRG1		PRL1, Prp46, PRPF46, Cwc1, TANGO4
HGNC:9090	PLS1		I-plastin, Plastin-1
HGNC:40451	PLS1-AS1		
HGNC:9091	PLS3		T-plastin
HGNC:50343	PLS3-AS1		
HGNC:9092	PLSCR1		MMTRA1B
HGNC:16494	PLSCR2		
HGNC:16495	PLSCR3		
HGNC:16497	PLSCR4		
HGNC:19952	PLSCR5		
HGNC:40907	PLSCR5-AS1		
HGNC:9093	PLTP		BPIFE
HGNC:43698	PLUT	PDX1-AS1	PLUTO, HI-LNC71
HGNC:13635	PLVAP		gp68, PV-1, PV1, FELS
HGNC:20945	PLXDC1		TEM3, TEM7
HGNC:21013	PLXDC2		TEM7R, FLJ14623
HGNC:9099	PLXNA1	PLXN1	NOV
HGNC:9100	PLXNA2	PLXN2	OCT, FLJ11751, FLJ30634, KIAA0463
HGNC:9101	PLXNA3	PLXN4	SEX, XAP-6, 6.3, Plxn3
HGNC:9102	PLXNA4	PLXNA4A, PLXNA4B	KIAA1550, DKFZp434G0625PRO34003, FAYV2820
HGNC:9103	PLXNB1	PLXN5	SEP, KIAA0407
HGNC:9104	PLXNB2		MM1, KIAA0315, PLEXB2
HGNC:9105	PLXNB3	PLXN6	PLEXR, PLEXB3
HGNC:9106	PLXNC1		VESPR, CD232
HGNC:9107	PLXND1		KIAA0620
HGNC:26518	PM20D1		FLJ32569, Cps1
HGNC:21408	PM20D2	ACY1L2	bA63L7.3
HGNC:9108	PMAIP1		APR, NOXA
HGNC:9109	PMCH		MCH
HGNC:9110	PMCHL1		
HGNC:9111	PMCHL2		
HGNC:10880	PMEL	SIL, SILV	D12S53E, SI, Pmel17, gp100
HGNC:14107	PMEPA1	TMEPAI	STAG1
HGNC:9112	PMF1		
HGNC:42953	PMF1-BGLAP		
HGNC:17728	PMFBP1		
HGNC:53649	PMIS2		IFITMD9
HGNC:9113	PML		MYL, TRIM19, RNF71
HGNC:9114	PMM1		Sec53
HGNC:9115	PMM2	CDG1	CDGS, CDG1a, PMI, PMI1
HGNC:9116	PMM2P1		
